org.jhotdraw.samples.svg.io.SVGInputFormat.initStorageContext(IXMLElement);org.jhotdraw.xml.css.StyleManager.StyleManager()
org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getBeanDescriptor();org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getBdescriptor()
org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getEventSetDescriptors();org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getEdescriptor()
org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getEventSetDescriptors();org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getEdescriptor()
org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getMethodDescriptors();org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getMdescriptor()
org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getMethodDescriptors();org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getMdescriptor()
org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getPropertyDescriptors();org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getPdescriptor()
org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getPropertyDescriptors();org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getPdescriptor()
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser.buildChooser();org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.ColorSliderTextFieldHandler(JTextField,ColorSliderModel,int)
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser.buildChooser();org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.ColorSliderTextFieldHandler(JTextField,ColorSliderModel,int)
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser.buildChooser();org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.ColorSliderTextFieldHandler(JTextField,ColorSliderModel,int)
org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.changedUpdate(DocumentEvent);org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.docChanged()
org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.insertUpdate(DocumentEvent);org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.docChanged()
org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.removeUpdate(DocumentEvent);org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.docChanged()
org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.ColorSliderTextFieldHandler(JTextField,ColorSliderModel,int);javax.swing.text.Document.addDocumentListener(DocumentListener)
org.jhotdraw.gui.JLifeFormattedTextField.setDocument(Document);javax.swing.text.Document.addDocumentListener(DocumentListener)
org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.ColorSliderTextFieldHandler(JTextField,ColorSliderModel,int);javax.swing.BoundedRangeModel.addChangeListener(ChangeListener)
org.jhotdraw.gui.datatransfer.OSXClipboard.OSXClipboard(Clipboard);org.jhotdraw.gui.datatransfer.AWTClipboard.AWTClipboard(Clipboard)
org.jhotdraw.gui.datatransfer.ClipboardUtil.getClipboard();org.jhotdraw.gui.datatransfer.AWTClipboard.AWTClipboard(Clipboard)
org.jhotdraw.gui.datatransfer.OSXClipboard.getContents(Object);org.jhotdraw.gui.datatransfer.AWTClipboard.getContents(Object)
org.jhotdraw.gui.datatransfer.OSXClipboard.getContents(Object);org.jhotdraw.gui.datatransfer.AWTClipboard.getContents(Object)
org.jhotdraw.samples.svg.gui.FigureToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.FontToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.FillToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.AlignToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.StrokeToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.ArrangeToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.CanvasToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.ToolsToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.gui.JDisclosureToolBar.initComponents();org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.ViewToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.ActionsToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.FigureToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.FontToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.FillToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.AlignToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.StrokeToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.ArrangeToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.CanvasToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.ToolsToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.gui.JDisclosureToolBar.initComponents();org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.ViewToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.ActionsToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteButtonUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);javax.swing.plaf.basic.BasicButtonUI.installDefaults(AbstractButton)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);javax.swing.plaf.basic.BasicButtonUI.installDefaults(AbstractButton)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);javax.swing.plaf.basic.BasicButtonUI.getPropertyPrefix()
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI.installDefaults();javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PalettePanelUI.installDefaults(JPanel);javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installUI(JComponent);javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PaletteListUI.installDefaults();javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI.installDefaults();javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PalettePanelUI.installDefaults(JPanel);javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installUI(JComponent);javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PaletteListUI.installDefaults();javax.swing.LookAndFeel.installProperty(JComponent,String,Object)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.installDefaults(JLabel);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteColorChooserUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PalettePanelUI.installDefaults(JPanel);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteListUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.installDefaults(JLabel);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteColorChooserUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PalettePanelUI.installDefaults(JPanel);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteListUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installColorsAndFont(JComponent,String,String,String)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.installDefaults(JLabel);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteSliderUI.installDefaults(JSlider);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PalettePanelUI.installDefaults(JPanel);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteListUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.installDefaults(JLabel);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteSliderUI.installDefaults(JSlider);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PalettePanelUI.installDefaults(JPanel);org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteListUI.installDefaults();org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel.installBorder(JComponent,String)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteLazyActionMap.getActionMap(Class,String);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteLazyActionMap.installLazyActionMap(JComponent,Class,String);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.JFontChooser.updateUI();javax.swing.UIManager.get(Object)
org.jhotdraw.app.action.app.ExitAction.actionPerformed(ActionEvent);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.createNonRolloverBorder();javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.createRolloverBorder();javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.getRolloverBorder(AbstractButton);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installDefaults();javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.installDefaults(AbstractButton);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteLazyActionMap.getActionMap(Class,String);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteLazyActionMap.installLazyActionMap(JComponent,Class,String);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.JFontChooser.updateUI();javax.swing.UIManager.get(Object)
org.jhotdraw.app.action.app.ExitAction.actionPerformed(ActionEvent);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.createNonRolloverBorder();javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.createRolloverBorder();javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.getRolloverBorder(AbstractButton);javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installDefaults();javax.swing.UIManager.get(Object)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.paint(Graphics,JComponent);javax.swing.plaf.basic.BasicButtonUI.paint(Graphics,JComponent)
org.jhotdraw.gui.plaf.palette.PaletteButtonUI.paint(Graphics,JComponent);javax.swing.plaf.basic.BasicButtonUI.paint(Graphics,JComponent)
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser.buildChooser();org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.PaletteFontChooserPreviewPanel.PaletteFontChooserPreviewPanel();org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser.buildChooser();org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser.buildChooser();org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.CanvasToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.LinkToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser.buildChooser();org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.PaletteFontChooserPreviewPanel.PaletteFontChooserPreviewPanel();org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser.buildChooser();org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser.buildChooser();org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.CanvasToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.samples.svg.gui.LinkToolBar.createDisclosedComponent(int);org.jhotdraw.gui.plaf.palette.PaletteLabelUI.createUI(JComponent)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.installDefaults(JLabel);javax.swing.plaf.basic.BasicLabelUI.installDefaults(JLabel)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.installDefaults(JLabel);javax.swing.plaf.basic.BasicLabelUI.installDefaults(JLabel)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.layoutCL(JLabel,FontMetrics,String,Icon,Rectangle,Rectangle,Rectangle);javax.swing.JLabel.getVerticalAlignment()
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.layoutCL(JLabel,FontMetrics,String,Icon,Rectangle,Rectangle,Rectangle);javax.swing.JLabel.getHorizontalAlignment()
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.layoutCL(JLabel,FontMetrics,String,Icon,Rectangle,Rectangle,Rectangle);javax.swing.JLabel.getVerticalTextPosition()
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.layoutCL(JLabel,FontMetrics,String,Icon,Rectangle,Rectangle,Rectangle);javax.swing.JLabel.getHorizontalTextPosition()
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.layoutCL(JLabel,FontMetrics,String,Icon,Rectangle,Rectangle,Rectangle);javax.swing.JLabel.getIconTextGap()
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.layoutCL(JLabel,FontMetrics,String,Icon,Rectangle,Rectangle,Rectangle);javax.swing.SwingUtilities.layoutCompoundLabel(JComponent,FontMetrics,String,Icon,int,int,int,int,Rectangle,Rectangle,Rectangle,int)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.layoutCL(JLabel,FontMetrics,String,Icon,Rectangle,Rectangle,Rectangle);javax.swing.SwingUtilities.layoutCompoundLabel(JComponent,FontMetrics,String,Icon,int,int,int,int,Rectangle,Rectangle,Rectangle,int)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paint(Graphics,JComponent);javax.swing.plaf.basic.BasicLabelUI.paint(Graphics,JComponent)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paint(Graphics,JComponent);javax.swing.plaf.basic.BasicLabelUI.paint(Graphics,JComponent)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paintDisabledText(JLabel,Graphics,String,int,int);javax.swing.UIManager.getColor(Object)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paintEnabledText(JLabel,Graphics,String,int,int);javax.swing.UIManager.getColor(Object)
org.jhotdraw.samples.teddy.TeddyView.EditorPanel.setEditor(JTextComponent);javax.swing.UIManager.getColor(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installDefaults();javax.swing.UIManager.getColor(Object)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paintDisabledText(JLabel,Graphics,String,int,int);javax.swing.UIManager.getColor(Object)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paintEnabledText(JLabel,Graphics,String,int,int);javax.swing.UIManager.getColor(Object)
org.jhotdraw.samples.teddy.TeddyView.EditorPanel.setEditor(JTextComponent);javax.swing.UIManager.getColor(Object)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.installDefaults();javax.swing.UIManager.getColor(Object)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paintDisabledText(JLabel,Graphics,String,int,int);javax.swing.plaf.basic.BasicGraphicsUtils.drawString(Graphics,String,int,int,int)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paintEnabledText(JLabel,Graphics,String,int,int);javax.swing.plaf.basic.BasicGraphicsUtils.drawString(Graphics,String,int,int,int)
org.jhotdraw.gui.plaf.palette.PaletteLabelUI.paintDisabledText(JLabel,Graphics,String,int,int);javax.swing.plaf.basic.BasicGraphicsUtils.drawString(Graphics,String,int,int,int)
